# Program:featureCounts v1.5.3; Command:"featureCounts" "-s" "1" "-t" "exon" "-g" "gene_name" "-M" "-a" "TetGenomeRef.gtf" "-o" "transcriptome_counts.txt" "/media/pollardlab/POLLARDLAB3/cole_pilot_initial_analysis/step2_alignment/Cole_Pilot_001_S5_R1_001_unique_and_all_MAC.sam" 
Geneid	Chr	Start	End	Strand	Length	/media/pollardlab/POLLARDLAB3/cole_pilot_initial_analysis/step2_alignment/Cole_Pilot_001_S5_R1_001_unique_and_all_MAC.sam
TTHERM_00991600	scf_8254485;scf_8254485;scf_8254485;scf_8254485;scf_8254485;scf_8254485;scf_8254485;scf_8254485;scf_8254485;scf_8254485;scf_8254485;scf_8254485;scf_8254485;scf_8254485	138401;138497;139013;139235;139447;139675;139887;140176;140562;140786;140998;141216;141428;141656	138439;138546;139102;139324;139536;139764;139976;140251;140650;140875;141087;141305;141517;141755	+;+;+;+;+;+;+;+;+;+;+;+;+;+	1164	12
TTHERM_00991610	scf_8254485;scf_8254485;scf_8254485;scf_8254485	143291;143401;143740;145246	143321;143678;144390;146775	+;+;+;+	2490	4
TTHERM_00991620	scf_8254485;scf_8254485;scf_8254485;scf_8254485	147689;148858;149456;150038	148757;149287;149801;150442	+;+;+;+	2250	102
TTHERM_00991630	scf_8254485;scf_8254485	151517;151651	151594;152106	+;+	534	4
TTHERM_000991630	scf_8254485;scf_8254485;scf_8254485;scf_8254485;scf_8254485;scf_8254485;scf_8254485;scf_8254485;scf_8254485;scf_8254485;scf_8254485	155064;155396;155721;156085;156410;156774;157131;157422;157775;158128;158480	155134;155485;155810;156174;156499;156863;157220;157511;157864;158217;158600	+;+;+;+;+;+;+;+;+;+;+	1002	280
TTHERM_00499260	scf_8254487;scf_8254487	483;4186	3994;4654	-;-	3981	0
TTHERM_00499270	scf_8254487	6081	6734	+	654	4
TTHERM_00499280	scf_8254487	7788	8963	-	1176	0
TTHERM_00499290	scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487	10551;11750;12641;12910;13123;13253;14322;14477;14729	11173;12584;12858;13066;13199;14266;14425;14676;14860	+;+;+;+;+;+;+;+;+	3360	8
TTHERM_00499300	scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487	15737;15969;16547;27693;28900;30273;30730	15904;16494;27630;28844;29439;30453;30866	-;-;-;-;-;-;-	13788	0
TTHERM_00499310	scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487	31876;31987;32211;32354;32891	31935;32142;32305;32743;33119	-;-;-;-;-	930	0
TTHERM_00499320	scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487	33640;34891;35747;35929;36120;36422;36537	34835;35016;35855;36072;36218;36478;36725	+;+;+;+;+;+;+	1920	0
TTHERM_00499330	scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487	36791;36899;37035;37331;38144	36845;36984;37276;38057;38365	-;-;-;-;-	1332	0
TTHERM_00499340	scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487	38570;38805;38983;39162;39337;39516;39695	38751;38930;39108;39287;39462;39644;41402	-;-;-;-;-;-;-	2523	0
TTHERM_00499350	scf_8254487	41746	42855	-	1110	0
TTHERM_00499360	scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487	43604;44031;44187;44354;44694;44815;44969;45253;45452;45879;46058;47383;47946	43972;44138;44307;44643;44767;44917;45194;45396;45638;46010;47318;47879;48471	-;-;-;-;-;-;-;-;-;-;-;-;-	4038	0
TTHERM_00499370	scf_8254487;scf_8254487;scf_8254487	49083;49869;50122	49815;50032;50478	-;-;-	1254	0
TTHERM_000499371	scf_8254487;scf_8254487	50667;50932	50866;50995	-;-	264	0
TTHERM_000499373	scf_8254487;scf_8254487	51130;51286	51232;51338	+;+	156	31
TTHERM_000499375	scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487	51739;51973;52129;52470;52616;52800;53189;53306;53551	51865;52075;52187;52563;52746;53134;53254;53482;53649	+;+;+;+;+;+;+;+;+	1191	11
TTHERM_00499390	scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487	54863;55638;56438;56812;57591	55588;56322;56760;57492;59225	+;+;+;+;+	4050	2
TTHERM_00499400	scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487	59970;61360;61983;62438;63375	61298;61933;62314;63118;65018	+;+;+;+;+	4560	9
TTHERM_00499410	scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487	65390;65604;65769;66020;66303;66457;66621;66872;67028;67331;67671	65469;65717;65958;66240;66401;66568;66791;66978;67229;67476;67761	-;-;-;-;-;-;-;-;-;-;-	1533	0
TTHERM_00499420	scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487	68676;68816;69107;69536;69657;69891;70049;70376;71310;71478;71653;71820;72079;72282	68759;69049;69471;69599;69812;69986;70318;70767;71409;71597;71759;71874;72185;72312	-;-;-;-;-;-;-;-;-;-;-;-;-;-	2181	0
TTHERM_00499430	scf_8254487	73242	73874	+	633	0
TTHERM_00499440	scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487	74832;74980;75305;75762;75957;76384;76610	74918;75207;75621;75825;76196;76511;76637	-;-;-;-;-;-;-	1092	0
TTHERM_00499460	scf_8254487;scf_8254487;scf_8254487;scf_8254487	77612;77687;78881;78995	77636;78826;78943;79098	+;+;+;+	1332	62
TTHERM_00499470	scf_8254487	79527	83015	-	3489	0
TTHERM_00499480	scf_8254487	84784	85092	+	309	9
TTHERM_00499490	scf_8254487;scf_8254487;scf_8254487;scf_8254487	85186;85366;85657;86022	85303;85600;85966;87941	+;+;+;+	2583	4
TTHERM_00499500	scf_8254487;scf_8254487;scf_8254487	88831;89277;89881	89226;89820;90368	-;-;-	1428	0
TTHERM_00499510	scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487	90967;91196;91327;91809;92044;92380;93282	91132;91271;91747;91969;92234;93142;93300	-;-;-;-;-;-;-	1797	0
TTHERM_00499520	scf_8254487	94559	95107	-	549	0
TTHERM_00499530	scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487	96367;96453;96983;97969;99231;100181;100450	96383;96927;97748;98553;99895;100315;100458	-;-;-;-;-;-;-	2652	0
TTHERM_00499540	scf_8254487	101908	102618	-	711	0
TTHERM_00499550	scf_8254487	103078	103770	-	693	0
TTHERM_00499560	scf_8254487	104922	106598	+	1677	24
TTHERM_00499570	scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487	107859;108073;108184;108348;108497;108673;108945;109168	108016;108114;108291;108438;108589;108760;109023;109258	-;-;-;-;-;-;-;-	750	0
TTHERM_000499578	scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487	110478;110663;110767;110888;111506;111798;112183;112374	110568;110709;110831;111447;111737;112132;112319;112418	+;+;+;+;+;+;+;+	1512	167
TTHERM_000499579	scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487	113171;113310;113487;113865;113968	113235;113371;113798;113916;114682	+;+;+;+;+	1206	0
TTHERM_00499580	scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487	115141;115298;115976;116138;116539;116714;116895;117044;117295;117840;117974;118125;118621;118761	115206;115783;116075;116472;116652;116836;116989;117240;117779;117908;118073;118567;118700;118791	+;+;+;+;+;+;+;+;+;+;+;+;+;+	2724	17
TTHERM_00499590	scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487	119458;119564;119715;119858;119970;120131;120270;120387;120568	119502;119657;119791;119911;120080;120200;120331;120501;121118	+;+;+;+;+;+;+;+;+	1179	18
TTHERM_000499609	scf_8254487;scf_8254487	122258;122579	122486;122607	+;+	258	0
TTHERM_00499610	scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487	123281;123641;123759;124101;124441;124785	123579;123667;123969;124316;124731;124922	+;+;+;+;+;+	1182	1
TTHERM_00499620	scf_8254487	125484	126104	+	621	7
TTHERM_00499630	scf_8254487;scf_8254487	126586;127179	127041;128300	-;-	1578	0
TTHERM_000499639	scf_8254487;scf_8254487	129541;129721	129619;130415	-;-	774	0
TTHERM_00499640	scf_8254487	131311	131820	-	510	0
TTHERM_00499650	scf_8254487	132183	133169	-	987	0
TTHERM_00499660	scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487	133428;133783;134058;134178;134384;135258;135735;135931;136020;136188;136400;136674	133715;133995;134126;134322;135207;135449;135870;135972;136137;136344;136624;136850	-;-;-;-;-;-;-;-;-;-;-;-	2586	0
TTHERM_00499680	scf_8254487;scf_8254487	137954;138976	138655;140037	+;+	1764	12
TTHERM_00499710	scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487	143507;144095;144536;144773;145566;146124;146387;146511;146771;147354;147621	143764;144178;144641;144847;145746;146323;146452;146626;147244;147558;147985	+;+;+;+;+;+;+;+;+;+;+	2130	7
TTHERM_00499720	scf_8254487	149312	149854	-	543	0
TTHERM_000499730	scf_8254487	150296	151183	-	888	0
TTHERM_00500730	scf_8254487	154137	155024	-	888	0
TTHERM_00500740	scf_8254487;scf_8254487	158600;159060	158976;159459	+;+	777	5
TTHERM_00500750	scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487	160296;161083;161569;161991;162696;162937;163362	160929;161516;161912;162621;162809;163167;163742	-;-;-;-;-;-;-	2769	0
TTHERM_00500760	scf_8254487	164501	164923	-	423	0
TTHERM_00500780	scf_8254487;scf_8254487	170830;171319	170938;172076	+;+	867	33
TTHERM_000500789	scf_8254487	172669	173076	+	408	5
TTHERM_00500790	scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487	174650;174851;175098;175421;175740;176224;177331;177945;178419;178713;179114;179359;179692;179861	174736;175009;175286;175663;176158;177277;177749;178321;178660;179060;179301;179626;179802;179950	+;+;+;+;+;+;+;+;+;+;+;+;+;+	4194	25
TTHERM_00500810	scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487	180547;180661;180795;180962;181117;181379;181672;182098;182326;182749	180610;180737;180905;181065;181301;181611;182040;182265;182689;183155	+;+;+;+;+;+;+;+;+;+	2082	3
TTHERM_00500820	scf_8254487	183498	183839	+	342	0
TTHERM_00500830	scf_8254487	184969	188079	+	3111	9
TTHERM_00500840	scf_8254487	188547	189413	-	867	0
TTHERM_00500850	scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487	189804;189933;190149;190277;190431;190654;190858;191036;191185;191399;191720;191919	189849;190079;190225;190372;190589;190797;190978;191131;191339;191661;191864;192035	+;+;+;+;+;+;+;+;+;+;+;+	1566	16
TTHERM_00500860	scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487	193039;193459;194301;195225;195371;195777	193400;194156;194776;195314;195658;196010	-;-;-;-;-;-	2148	0
TTHERM_00500870	scf_8254487	197584	200058	+	2475	25
TTHERM_00500880	scf_8254487	200479	201624	-	1146	0
TTHERM_00500890	scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487	202142;202305;202935;203145;203352;203547;203676;203804	202249;202850;203084;203287;203482;203610;203718;203881	-;-;-;-;-;-;-;-	1263	0
TTHERM_00500910	scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487	205801;207280;208288;208536;208911;209545;210359	207158;208234;208485;208859;209438;210295;211752	+;+;+;+;+;+;+	5508	19
TTHERM_00500920	scf_8254487;scf_8254487;scf_8254487	213853;214835;215615	214470;215457;215852	-;-;-	1479	0
TTHERM_00500930	scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487	217154;218167;218922;219419;219670;220114;220433;221019;221423;221584;221891;222102;222275;222597;222868;223031;223391;223545;223663	217945;218863;219360;219592;220059;220372;220960;221363;221526;221838;221987;222224;222540;222813;222969;223300;223485;223606;223748	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5301	0
TTHERM_00500940	scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487	224256;224403;224557;224678;224898	224349;224502;224600;224782;224980	+;+;+;+;+	426	0
TTHERM_00500950	scf_8254487	225237	226625	-	1389	0
TTHERM_00500960	scf_8254487;scf_8254487	227794;228666	228394;229309	+;+	1245	40
TTHERM_00500970	scf_8254487;scf_8254487	230843;231492	231317;232138	+;+	1122	59
TTHERM_00500980	scf_8254487;scf_8254487;scf_8254487;scf_8254487	233509;234040;234417;234831	233990;234333;234774;234923	+;+;+;+	1227	0
TTHERM_000500989	scf_8254487;scf_8254487;scf_8254487;scf_8254487	235344;235909;236327;236775	235831;236202;236684;236873	+;+;+;+	1239	3
TTHERM_00500990	scf_8254487;scf_8254487	237513;238367	238302;238872	+;+	1296	1
TTHERM_00501000	scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487	239396;239621;239967;240416;240576;240797;241139	239554;239902;240356;240526;240731;241048;241498	-;-;-;-;-;-;-	1710	0
TTHERM_00501020	scf_8254487;scf_8254487	246039;246680	246628;246692	-;-	603	0
TTHERM_00501010	scf_8254487;scf_8254487	243689;243966	243915;245373	+;+	1635	54
TTHERM_000501030	scf_8254487	249021	249416	+	396	8
TTHERM_00502090	scf_8254487	250244	256570	-	6327	0
TTHERM_00502100	scf_8254487;scf_8254487;scf_8254487	258554;259088;259382	258919;259209;259496	-;-;-	603	0
TTHERM_00502110	scf_8254487	262792	263019	+	228	6
TTHERM_00502120	scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487	267293;267483;267753;268556;269746;270057;270422;270661;270985;271692;271810	267343;267639;267913;269638;270001;270356;270609;270917;271631;271754;273092	+;+;+;+;+;+;+;+;+;+;+	4446	86
TTHERM_00502130	scf_8254487;scf_8254487;scf_8254487	274595;275626;276434	275251;276147;276748	-;-;-	1494	0
TTHERM_00502140	scf_8254487	278200	279678	-	1479	0
TTHERM_000502159	scf_8254487	281375	281740	+	366	0
TTHERM_00502160	scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487	282401;282518;282675;282922;283102;283241;283456	282466;282611;282859;283045;283178;283305;283879	-;-;-;-;-;-;-	1035	0
TTHERM_00502170	scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487	284797;285289;285530;285651;285988	285231;285473;285598;285789;286131	-;-;-;-;-	972	0
TTHERM_00502180	scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487	286829;287032;287149;287265;287513;287724;288187	286975;287084;287199;287448;287668;288132;289607	+;+;+;+;+;+;+	2421	0
TTHERM_00502190	scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487	290928;291170;291504;291753;292005;292354;292475;292724;293183;293767;294152;294449;294705	291111;291427;291691;291939;292292;292418;292576;293062;293263;293918;294236;294507;294825	-;-;-;-;-;-;-;-;-;-;-;-;-	2109	0
TTHERM_00502200	scf_8254487;scf_8254487;scf_8254487	296111;296541;297542	296369;297148;298261	+;+;+	1587	15
TTHERM_00502210	scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487	299260;299662;299970;300922;301082	299577;299813;300832;300968;301126	-;-;-;-;-	1425	0
TTHERM_00502220	scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487	302214;302730;302917;303316;304093;304224	302291;302813;303146;304033;304164;304277	+;+;+;+;+;+	1236	55
TTHERM_00502230	scf_8254487;scf_8254487	304725;305166	305116;305781	+;+	1008	15
TTHERM_000502239	scf_8254487;scf_8254487	306005;306109	306061;306897	+;+	846	16
TTHERM_00502240	scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487	307313;307475;307767;307993;308224;308405;308921;309104;309373;309478;309682;309944;310211	307411;307705;307928;308163;308354;308869;309047;309311;309419;309558;309812;310044;310278	-;-;-;-;-;-;-;-;-;-;-;-;-	2022	0
TTHERM_00502250	scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487	311552;311735;312015;312398;312526;312726	311668;311914;312198;312468;312566;312807	-;-;-;-;-;-	675	0
TTHERM_00502260	scf_8254487;scf_8254487;scf_8254487;scf_8254487	313807;314176;314344;315981	314115;314281;315301;316488	-;-;-;-	1881	0
TTHERM_00502270	scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487	317733;318043;318221;318473;319045;319883;324081;324255;324394;324577	317765;318127;318411;318873;319225;323992;324183;324332;324481;324655	-;-;-;-;-;-;-;-;-;-	5349	0
TTHERM_00502280	scf_8254487	327029	331753	+	4725	35
TTHERM_000502288	scf_8254487;scf_8254487;scf_8254487;scf_8254487	332525;332877;333133;333568	332821;333074;333508;335231	-;-;-;-	2535	0
TTHERM_000502289	scf_8254487;scf_8254487	335944;336603	336478;336700	-;-	633	0
TTHERM_00502290	scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487	337169;337364;337634;338143;338645;339000;339547;339925;341151;341523	337300;337585;338086;338588;338946;339496;339861;340935;341401;341571	-;-;-;-;-;-;-;-;-;-	3678	0
TTHERM_00502300	scf_8254487	342120	343334	-	1215	0
TTHERM_00502310	scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487	344663;345354;345565;345893;346120;346591;347140;347495;347700;347896;348094;349195;349822;349951;350541;350983;351275;351409	345301;345502;345833;346050;346536;347084;347441;347649;347843;348039;349119;349768;349900;350483;350856;351200;351319;351482	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5736	0
TTHERM_00502320	scf_8254487;scf_8254487;scf_8254487;scf_8254487	352321;353458;353755;354145	353406;353698;354082;355243	+;+;+;+	2754	51
TTHERM_00502330	scf_8254487;scf_8254487	356114;358282	358203;358531	+;+	2340	17
TTHERM_00502340	scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487	359505;359749;359871;359978;360207;360324;360585;360874;361060;361391;361649;361836	359551;359809;359924;360154;360266;360534;360817;361001;361330;361598;361773;362033	+;+;+;+;+;+;+;+;+;+;+;+	1773	26
TTHERM_00502350	scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487	362958;363224;363381;363702;364004;364293;364422;364749;365032;365266	363167;363326;363586;363941;364224;364364;364590;364872;365212;365377	-;-;-;-;-;-;-;-;-;-	1638	0
TTHERM_00502359	scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487	365921;366049;366354;366530;366688;366872	365978;366276;366415;366637;366806;367088	+;+;+;+;+;+	792	16
TTHERM_00502360	scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487	367595;367830;368102;368904;370085;371301;371592;371723;372073	367760;367886;368857;369927;371253;371533;371663;372017;372179	+;+;+;+;+;+;+;+;+	3879	36
TTHERM_00502369	scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487	372336;372716;373878;374088;374713;374959	372667;373830;374023;374613;374909;375147	-;-;-;-;-;-	2505	0
TTHERM_00502370	scf_8254487	375326	376456	-	1131	0
TTHERM_00502380	scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487	377317;377603;377766;378210;378872;379736;379960;380426	377539;377706;378107;378440;379165;379823;380026;380618	-;-;-;-;-;-;-;-	1542	0
TTHERM_00502400	scf_8254487	381487	382458	+	972	18
TTHERM_00502410	scf_8254487;scf_8254487;scf_8254487	383419;385051;385536	384979;385471;388701	+;+;+	5148	11
TTHERM_00502420	scf_8254487	389369	393160	-	3792	0
TTHERM_000502429	scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487	393864;394193;394579;394767;394968;395487;395839;396000;396312;396508;396952;397163;397666	394114;394520;394709;394921;395434;395788;395947;396260;396388;396901;397098;397607;398270	+;+;+;+;+;+;+;+;+;+;+;+;+	3672	13
TTHERM_00502430	scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487	399341;399963;400245;400999;401216;401344;401614;402097;402352;402502;402581;402995;403188	399902;400171;400948;401163;401286;401557;402046;402303;402439;402531;402932;403138;403284	+;+;+;+;+;+;+;+;+;+;+;+;+	3276	13
TTHERM_00502439	scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487	404878;405539;405815;405990;406185;406336;406491;406750;407023;407415;407739	405129;405688;405859;406127;406283;406440;406688;406970;407352;407686;408106	+;+;+;+;+;+;+;+;+;+;+	2178	51
TTHERM_00502440	scf_8254487;scf_8254487	409173;409784	409681;410525	-;-	1251	0
TTHERM_00502450	scf_8254487;scf_8254487;scf_8254487	411350;411457;411650	411363;411588;412193	+;+;+	690	0
TTHERM_00502460	scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487;scf_8254487	414368;414580;414716;414899;415206;415561;416391;416625;417161	414499;414650;414846;415046;415499;416328;416571;417101;417496	+;+;+;+;+;+;+;+;+	2538	104
